CMDLINE ./a.out /MMCI/TM/scratch/ghaffari/experiments/grem/hgvg-filtered/vg/1000genomes-sv-filtered-af_ge_1/wg.vg
MEM 12557.402344 1594659155.0856
MEM 12560.707031 1594659155.1863
MEM 12562.906250 1594659155.2869
MEM 12570.101562 1594659155.3876
MEM 12581.187500 1594659155.4882
MEM 12591.242188 1594659155.5888
MEM 12591.242188 1594659155.6895
MEM 12596.398438 1594659155.7903
MEM 12633.523438 1594659155.8909
MEM 12755.726562 1594659155.9915
MEM 12872.257812 1594659156.0922
MEM 12989.562500 1594659156.1928
MEM 13108.671875 1594659156.2935
MEM 13225.976562 1594659156.3942
MEM 13344.312500 1594659156.4948
MEM 13461.875000 1594659156.5955
MEM 13582.015625 1594659156.6962
MEM 13620.175781 1594659156.7969
MEM 13153.062500 1594659156.8975
MEM 13153.062500 1594659156.9981
MEM 13153.062500 1594659157.0988
MEM 13155.792969 1594659157.1994
MEM 13158.726562 1594659157.3001
MEM 13161.566406 1594659157.4008
MEM 13291.640625 1594659157.5014
MEM 13468.757812 1594659157.6021
MEM 13647.421875 1594659157.7028
MEM 13790.250000 1594659157.8035
MEM 13925.859375 1594659157.9041
MEM 14060.179688 1594659158.0048
MEM 14196.046875 1594659158.1054
MEM 14331.656250 1594659158.2061
MEM 14466.492188 1594659158.3067
MEM 14602.617188 1594659158.4074
MEM 14738.226562 1594659158.5080
MEM 14873.062500 1594659158.6087
MEM 15005.320312 1594659158.7093
MEM 15140.156250 1594659158.8100
MEM 15273.703125 1594659158.9107
MEM 15409.312500 1594659159.0113
MEM 15543.890625 1594659159.1120
MEM 15678.984375 1594659159.2126
MEM 15426.523438 1594659159.3133
MEM 14595.027344 1594659159.4139
MEM 14774.722656 1594659159.5145
MEM 14954.160156 1594659159.6152
MEM 15133.597656 1594659159.7158
MEM 15313.035156 1594659159.8166
MEM 15487.832031 1594659159.9172
MEM 15665.207031 1594659160.0179
MEM 15828.402344 1594659160.1185
MEM 15963.753906 1594659160.2192
MEM 16099.878906 1594659160.3198
MEM 16229.816406 1594659160.4204
MEM 16378.832031 1594659160.5211
MEM 16516.027344 1594659160.6217
MEM 16685.566406 1594659160.7223
MEM 16832.003906 1594659160.8230
MEM 16954.207031 1594659160.9236
MEM 17079.886719 1594659161.0242
MEM 15956.433594 1594659161.1249
MEM 15787.722656 1594659161.2255
MEM 15796.945312 1594659161.3262
MEM 15806.222656 1594659161.4269
MEM 15808.140625 1594659161.5275
MEM 15811.347656 1594659161.6281
MEM 15818.109375 1594659161.7288
MEM 15818.222656 1594659161.8294
MEM 15818.222656 1594659161.9301
MEM 15818.222656 1594659162.0307
MEM 15820.222656 1594659162.1313
MEM 15820.222656 1594659162.2319
MEM 15820.273438 1594659162.3325
MEM 15824.339844 1594659162.4332
MEM 15824.339844 1594659162.5338
MEM 15826.339844 1594659162.6345
MEM 15826.339844 1594659162.7351
MEM 15830.339844 1594659162.8357
MEM 15831.902344 1594659162.9364
MEM 15838.042969 1594659163.0370
MEM 15845.828125 1594659163.1376
MEM 15847.828125 1594659163.2383
MEM 15859.351562 1594659163.3389
MEM 15861.910156 1594659163.4396
MEM 15864.746094 1594659163.5402
MEM 15867.390625 1594659163.6409
MEM 15873.707031 1594659163.7415
MEM 15883.707031 1594659163.8422
MEM 15895.707031 1594659163.9428
MEM 15896.347656 1594659164.0435
MEM 15896.347656 1594659164.1441
MEM 15908.222656 1594659164.2447
MEM 15923.718750 1594659164.3454
MEM 15926.343750 1594659164.4460
MEM 15928.960938 1594659164.5467
MEM 15931.773438 1594659164.6474
MEM 15934.167969 1594659164.7480
MEM 15937.019531 1594659164.8487
MEM 15939.523438 1594659164.9493
MEM 15941.757812 1594659165.0499
MEM 15946.449219 1594659165.1506
MEM 15956.253906 1594659165.2512
MEM 15968.253906 1594659165.3518
MEM 15974.105469 1594659165.4525
MEM 15974.105469 1594659165.5531
MEM 15976.105469 1594659165.6538
MEM 15988.105469 1594659165.7544
MEM 15992.105469 1594659165.8551
MEM 15992.105469 1594659165.9557
MEM 15992.105469 1594659166.0564
MEM 15992.105469 1594659166.1570
MEM 15994.187500 1594659166.2577
MEM 15996.699219 1594659166.3583
MEM 15999.500000 1594659166.4589
MEM 16001.011719 1594659166.5596
MEM 16001.414062 1594659166.6602
MEM 16012.445312 1594659166.7609
MEM 16024.445312 1594659166.8616
MEM 16027.457031 1594659166.9622
MEM 16027.457031 1594659167.0629
MEM 16035.457031 1594659167.1636
MEM 16043.457031 1594659167.2643
MEM 16045.457031 1594659167.3649
MEM 16045.457031 1594659167.4656
MEM 16045.457031 1594659167.5662
MEM 16046.390625 1594659167.6669
MEM 16049.187500 1594659167.7675
MEM 16051.742188 1594659167.8682
MEM 16054.320312 1594659167.9688
MEM 16060.343750 1594659168.0694
MEM 16070.402344 1594659168.1701
MEM 16082.402344 1594659168.2707
MEM 16086.691406 1594659168.3714
MEM 16086.691406 1594659168.4720
MEM 16088.691406 1594659168.5727
MEM 16100.691406 1594659168.6734
MEM 16104.691406 1594659168.7741
MEM 16104.691406 1594659168.8747
MEM 16104.691406 1594659168.9753
MEM 16104.691406 1594659169.0760
MEM 16104.691406 1594659169.1767
MEM 16107.472656 1594659169.2773
MEM 16110.039062 1594659169.3780
MEM 16110.808594 1594659169.4786
MEM 16118.347656 1594659169.5792
MEM 16129.445312 1594659169.6799
MEM 16129.445312 1594659169.7806
MEM 16131.445312 1594659169.8812
MEM 16141.445312 1594659169.9818
MEM 16141.445312 1594659170.0825
MEM 16141.445312 1594659170.1831
MEM 16141.445312 1594659170.2838
MEM 16141.445312 1594659170.3844
MEM 16141.445312 1594659170.4851
MEM 16141.445312 1594659170.5857
MEM 16143.445312 1594659170.6864
MEM 16149.199219 1594659170.7870
MEM 16151.199219 1594659170.8877
MEM 16151.199219 1594659170.9883
MEM 16155.058594 1594659171.0889
MEM 16160.914062 1594659171.1896
MEM 16163.750000 1594659171.2902
MEM 16174.066406 1594659171.3909
MEM 16178.187500 1594659171.4915
MEM 16189.554688 1594659171.5922
MEM 16195.667969 1594659171.6928
MEM 16198.242188 1594659171.7935
MEM 16201.078125 1594659171.8941
MEM 16202.882812 1594659171.9948
MEM 16213.718750 1594659172.0955
MEM 16223.718750 1594659172.1961
MEM 16230.574219 1594659172.2967
MEM 16230.574219 1594659172.3974
MEM 16236.574219 1594659172.4980
MEM 16256.351562 1594659172.5987
MEM 16259.691406 1594659172.6993
MEM 16262.269531 1594659172.8000
MEM 16265.101562 1594659172.9007
MEM 16267.675781 1594659173.0013
MEM 16270.507812 1594659173.1020
MEM 16273.085938 1594659173.2026
MEM 16275.664062 1594659173.3033
MEM 16278.691406 1594659173.4040
MEM 16288.949219 1594659173.5046
MEM 16300.949219 1594659173.6052
MEM 16306.382812 1594659173.7059
MEM 16306.382812 1594659173.8066
MEM 16310.382812 1594659173.9072
MEM 16322.382812 1594659174.0079
MEM 16324.382812 1594659174.1085
MEM 16324.382812 1594659174.2092
MEM 16324.382812 1594659174.3098
MEM 16326.019531 1594659174.4105
MEM 16328.851562 1594659174.5112
MEM 16331.429688 1594659174.6118
MEM 16334.003906 1594659174.7124
MEM 16335.035156 1594659174.8131
MEM 16346.324219 1594659174.9138
MEM 16358.324219 1594659175.0144
MEM 16361.566406 1594659175.1151
MEM 16361.566406 1594659175.2157
MEM 16367.566406 1594659175.3164
MEM 16379.566406 1594659175.4170
MEM 16379.566406 1594659175.5177
MEM 16379.566406 1594659175.6183
MEM 16379.566406 1594659175.7189
MEM 16381.324219 1594659175.8196
MEM 16383.902344 1594659175.9203
MEM 16386.734375 1594659176.0209
MEM 16388.796875 1594659176.1216
MEM 16394.335938 1594659176.2222
MEM 16405.878906 1594659176.3229
MEM 16417.878906 1594659176.4235
MEM 16419.703125 1594659176.5242
MEM 16419.703125 1594659176.6248
MEM 16425.703125 1594659176.7255
MEM 16435.703125 1594659176.8261
MEM 16435.703125 1594659176.9268
MEM 16435.703125 1594659177.0274
MEM 16435.703125 1594659177.1281
MEM 16435.703125 1594659177.2287
MEM 16436.339844 1594659177.3294
MEM 16439.175781 1594659177.4301
MEM 16440.722656 1594659177.5307
MEM 16446.527344 1594659177.6314
MEM 16448.527344 1594659177.7320
MEM 16450.527344 1594659177.8327
MEM 16450.527344 1594659177.9334
MEM 16453.937500 1594659178.0340
MEM 16456.191406 1594659178.1347
MEM 16458.191406 1594659178.2353
MEM 16460.238281 1594659178.3360
MEM 16468.921875 1594659178.4368
MEM 16471.757812 1594659178.5374
MEM 16481.562500 1594659178.6381
MEM 16486.191406 1594659178.7387
MEM 16500.449219 1594659178.8393
MEM 16503.027344 1594659178.9400
MEM 16505.863281 1594659179.0407
MEM 16508.699219 1594659179.1412
MEM 16515.277344 1594659179.2419
MEM 16527.277344 1594659179.3425
MEM 16538.000000 1594659179.4436
MEM 16538.292969 1594659179.5443
MEM 16540.292969 1594659179.6450
MEM 16559.980469 1594659179.7456
MEM 16566.359375 1594659179.8463
MEM 16568.937500 1594659179.9470
MEM 16571.515625 1594659180.0476
MEM 16574.351562 1594659180.1483
MEM 16577.187500 1594659180.2489
MEM 16579.765625 1594659180.3496
MEM 16582.601562 1594659180.4503
MEM 16585.886719 1594659180.5509
MEM 16596.660156 1594659180.6516
MEM 16608.660156 1594659180.7522
MEM 16613.335938 1594659180.8529
MEM 16613.335938 1594659180.9537
MEM 16621.335938 1594659181.0543
MEM 16631.335938 1594659181.1549
MEM 16631.335938 1594659181.2556
MEM 16631.335938 1594659181.3563
MEM 16631.335938 1594659181.4569
MEM 16633.062500 1594659181.5576
MEM 16635.640625 1594659181.6582
MEM 16638.476562 1594659181.7588
MEM 16639.765625 1594659181.8596
MEM 16645.828125 1594659181.9602
MEM 16657.828125 1594659182.0609
MEM 16668.550781 1594659182.1615
MEM 16668.550781 1594659182.2622
MEM 16670.550781 1594659182.3629
MEM 16682.550781 1594659182.4636
MEM 16686.550781 1594659182.5642
MEM 16686.550781 1594659182.6649
MEM 16686.550781 1594659182.7655
MEM 16688.804688 1594659182.8662
MEM 16691.640625 1594659182.9669
MEM 16694.476562 1594659183.0675
MEM 16697.054688 1594659183.1682
MEM 16703.808594 1594659183.2688
MEM 16714.828125 1594659183.3695
MEM 16719.574219 1594659183.4701
MEM 16719.574219 1594659183.5708
MEM 16729.796875 1594659183.6715
MEM 16729.796875 1594659183.7721
MEM 16729.796875 1594659183.8727
MEM 16729.796875 1594659183.9734
MEM 16729.796875 1594659184.0741
MEM 16729.796875 1594659184.1747
MEM 16731.796875 1594659184.2754
MEM 16732.128906 1594659184.3760
MEM 16733.011719 1594659184.4767
MEM 16733.593750 1594659184.5774
MEM 16744.386719 1594659184.6780
MEM 16910.464844 1594659184.7787
MEM 17052.464844 1594659184.8793
MEM 17194.464844 1594659184.9800
MEM 17334.464844 1594659185.0807
MEM 17476.464844 1594659185.1813
MEM 17620.464844 1594659185.2819
MEM 17760.464844 1594659185.3826
MEM 17924.464844 1594659185.4833
MEM 18058.464844 1594659185.5839
MEM 18256.464844 1594659185.6846
MEM 18462.464844 1594659185.7852
MEM 18672.464844 1594659185.8859
MEM 18782.464844 1594659185.9865
MEM 18782.464844 1594659186.0872
MEM 18782.464844 1594659186.1878
MEM 17146.351562 1594659186.2885
MEM 16849.683594 1594659186.3891
MEM 16979.683594 1594659186.4898
MEM 16739.679688 1594659186.5904
MEM 16739.679688 1594659186.6911
MEM 16739.679688 1594659186.7917
MEM 16739.972656 1594659186.8924
MEM 16752.273438 1594659186.9930
MEM 16754.597656 1594659187.0937
MEM 16756.515625 1594659187.1943
MEM 16758.453125 1594659187.2950
MEM 16760.371094 1594659187.3957
MEM 16761.960938 1594659187.4963
MEM 16772.160156 1594659187.5970
MEM 16784.160156 1594659187.6976
MEM 16791.914062 1594659187.7983
MEM 16791.914062 1594659187.8989
MEM 16803.750000 1594659187.9996
MEM 16825.742188 1594659188.1003
MEM 16827.441406 1594659188.2009
MEM 16829.140625 1594659188.3016
MEM 16830.835938 1594659188.4022
MEM 16832.535156 1594659188.5029
MEM 16834.246094 1594659188.6036
MEM 16835.964844 1594659188.7042
MEM 16837.695312 1594659188.8049
MEM 16839.394531 1594659188.9055
MEM 16841.105469 1594659189.0062
MEM 16842.835938 1594659189.1069
MEM 16843.714844 1594659189.2075
MEM 16854.992188 1594659189.3081
MEM 16868.992188 1594659189.4088
MEM 16880.992188 1594659189.5094
MEM 16885.949219 1594659189.6101
MEM 16885.949219 1594659189.7107
MEM 16891.949219 1594659189.8114
MEM 16906.109375 1594659189.9120
MEM 16907.597656 1594659190.0126
MEM 16909.136719 1594659190.1132
MEM 16910.753906 1594659190.2139
MEM 16912.417969 1594659190.3145
MEM 16914.109375 1594659190.4151
MEM 16915.800781 1594659190.5158
MEM 16917.375000 1594659190.6165
MEM 16918.816406 1594659190.7171
MEM 16920.531250 1594659190.8177
MEM 16922.250000 1594659190.9184
MEM 16924.093750 1594659191.0190
MEM 16924.914062 1594659191.1197
MEM 16935.687500 1594659191.2203
MEM 16901.972656 1594659191.3210
MEM 16901.972656 1594659191.4216
MEM 16914.421875 1594659191.5223
MEM 16916.339844 1594659191.6230
MEM 16918.398438 1594659191.7236
MEM 16920.281250 1594659191.8243
MEM 16922.085938 1594659191.9249
MEM 16930.906250 1594659192.0255
MEM 16942.906250 1594659192.1263
MEM 16951.265625 1594659192.2269
MEM 16951.265625 1594659192.3275
MEM 16961.265625 1594659192.4282
MEM 16969.300781 1594659192.5289
MEM 16969.640625 1594659192.6296
MEM 16971.554688 1594659192.7302
MEM 16973.480469 1594659192.8309
MEM 16975.406250 1594659192.9315
MEM 16977.328125 1594659193.0322
MEM 16979.136719 1594659193.1328
MEM 16980.902344 1594659193.2335
MEM 16982.667969 1594659193.3342
MEM 16984.445312 1594659193.4348
MEM 16985.671875 1594659193.5355
MEM 16988.921875 1594659193.6361
MEM 16993.941406 1594659193.7368
MEM 16997.941406 1594659193.8374
MEM 17000.089844 1594659193.9381
MEM 17000.089844 1594659194.0387
MEM 17000.089844 1594659194.1394
MEM 17000.089844 1594659194.2400
MEM 17002.089844 1594659194.3407
MEM 17004.089844 1594659194.4413
MEM 17004.089844 1594659194.5420
MEM 17006.089844 1594659194.6426
MEM 17006.089844 1594659194.7435
MEM 17010.089844 1594659194.8441
MEM 17010.089844 1594659194.9447
MEM 17010.089844 1594659195.0454
MEM 17014.703125 1594659195.1461
MEM 17021.972656 1594659195.2469
MEM 17030.539062 1594659195.3475
MEM 17035.367188 1594659195.4481
MEM 17037.058594 1594659195.5488
MEM 17038.761719 1594659195.6494
MEM 17040.460938 1594659195.7501
MEM 17042.171875 1594659195.8508
MEM 17043.316406 1594659195.9514
MEM 17058.273438 1594659196.0520
MEM 17068.273438 1594659196.1526
MEM 17076.988281 1594659196.2533
MEM 17076.988281 1594659196.3540
MEM 17092.121094 1594659196.4546
MEM 17112.894531 1594659196.5553
MEM 17114.667969 1594659196.6559
MEM 17115.523438 1594659196.7566
MEM 17116.781250 1594659196.8572
MEM 17118.644531 1594659196.9578
MEM 17120.484375 1594659197.0584
MEM 17122.339844 1594659197.1590
MEM 17124.207031 1594659197.2597
MEM 17126.078125 1594659197.3604
MEM 17128.003906 1594659197.4610
MEM 17130.054688 1594659197.5617
MEM 17130.992188 1594659197.6624
MEM 17141.164062 1594659197.7631
MEM 17117.507812 1594659197.8637
MEM 17117.507812 1594659197.9644
MEM 17130.933594 1594659198.0650
MEM 17132.808594 1594659198.1657
MEM 17134.710938 1594659198.2663
MEM 17136.597656 1594659198.3670
MEM 17138.488281 1594659198.4677
MEM 17139.914062 1594659198.5683
MEM 17152.476562 1594659198.6689
MEM 17162.703125 1594659198.7696
MEM 17168.703125 1594659198.8703
MEM 17168.703125 1594659198.9709
MEM 17178.714844 1594659199.0716
MEM 17198.695312 1594659199.1722
MEM 17200.414062 1594659199.2729
MEM 17202.265625 1594659199.3736
MEM 17204.125000 1594659199.4742
MEM 17205.968750 1594659199.5749
MEM 17207.835938 1594659199.6755
MEM 17209.683594 1594659199.7762
MEM 17211.640625 1594659199.8769
MEM 17213.601562 1594659199.9775
MEM 17215.566406 1594659200.0782
MEM 17216.566406 1594659200.1788
MEM 17228.992188 1594659200.2795
MEM 17240.992188 1594659200.3802
MEM 17241.730469 1594659200.4809
MEM 17243.730469 1594659200.5815
MEM 17255.875000 1594659200.6822
MEM 17255.875000 1594659200.7829
MEM 17255.875000 1594659200.8836
MEM 17255.875000 1594659200.9842
MEM 17255.875000 1594659201.0849
MEM 17255.875000 1594659201.1855
MEM 17255.875000 1594659201.2862
MEM 17255.875000 1594659201.3869
MEM 17255.875000 1594659201.4875
MEM 17255.875000 1594659201.5882
MEM 17255.875000 1594659201.6888
MEM 17257.875000 1594659201.7895
MEM 17259.875000 1594659201.8902
MEM 17259.875000 1594659201.9909
MEM 17259.875000 1594659202.0915
MEM 17263.875000 1594659202.1922
MEM 17263.875000 1594659202.2928
MEM 17263.875000 1594659202.3935
MEM 17264.152344 1594659202.4941
MEM 17266.925781 1594659202.5948
MEM 17281.523438 1594659202.6954
MEM 17283.375000 1594659202.7961
MEM 17285.089844 1594659202.8969
MEM 17286.785156 1594659202.9975
MEM 17288.507812 1594659203.0981
MEM 17290.152344 1594659203.1987
MEM 17300.371094 1594659203.2994
MEM 17312.371094 1594659203.4002
MEM 17323.085938 1594659203.5008
MEM 17323.085938 1594659203.6014
MEM 17328.105469 1594659203.7019
MEM 17351.750000 1594659203.8025
MEM 17359.257812 1594659203.9031
MEM 17360.847656 1594659204.0037
MEM 17362.468750 1594659204.1043
MEM 17364.144531 1594659204.2048
MEM 17365.824219 1594659204.3054
MEM 17367.507812 1594659204.4060
MEM 17369.195312 1594659204.5066
MEM 17370.855469 1594659204.6072
MEM 17372.531250 1594659204.7078
MEM 17374.292969 1594659204.8084
MEM 17376.089844 1594659204.9089
MEM 17380.773438 1594659205.0095
MEM 17392.578125 1594659205.1101
MEM 17404.578125 1594659205.2107
MEM 17376.050781 1594659205.3113
MEM 17376.050781 1594659205.4118
MEM 17389.503906 1594659205.5124
MEM 17407.156250 1594659205.6130
MEM 17408.816406 1594659205.7136
MEM 17410.488281 1594659205.8142
MEM 17412.156250 1594659205.9148
MEM 17413.832031 1594659206.0154
MEM 17415.507812 1594659206.1159
MEM 17417.179688 1594659206.2165
MEM 17418.902344 1594659206.3171
MEM 17420.765625 1594659206.4177
MEM 17422.511719 1594659206.5183
MEM 17424.191406 1594659206.6188
MEM 17425.160156 1594659206.7194
MEM 17429.019531 1594659206.8200
MEM 17441.019531 1594659206.9206
MEM 17449.492188 1594659207.0212
MEM 17449.492188 1594659207.1217
MEM 17455.492188 1594659207.2223
MEM 17467.492188 1594659207.3229
MEM 17467.570312 1594659207.4235
MEM 17467.570312 1594659207.5241
MEM 17467.570312 1594659207.6246
MEM 17467.570312 1594659207.7252
MEM 17467.570312 1594659207.8258
MEM 17467.570312 1594659207.9264
MEM 17468.382812 1594659208.0270
MEM 17470.042969 1594659208.1276
MEM 17471.792969 1594659208.2282
MEM 17473.570312 1594659208.3288
MEM 17475.140625 1594659208.4293
MEM 17481.414062 1594659208.5300
MEM 17491.203125 1594659208.6305
MEM 17491.203125 1594659208.7311
MEM 17501.265625 1594659208.8317
MEM 17501.265625 1594659208.9323
MEM 17501.265625 1594659209.0329
MEM 17501.265625 1594659209.1335
MEM 17501.265625 1594659209.2341
MEM 17501.265625 1594659209.3346
MEM 17501.265625 1594659209.4352
MEM 17503.265625 1594659209.5358
MEM 17503.265625 1594659209.6365
MEM 17503.265625 1594659209.7370
MEM 17503.265625 1594659209.8376
MEM 17507.265625 1594659209.9382
MEM 17507.265625 1594659210.0388
MEM 17507.265625 1594659210.1393
MEM 17507.265625 1594659210.2400
MEM 17510.871094 1594659210.3405
MEM 17513.738281 1594659210.4411
MEM 17518.066406 1594659210.5417
MEM 17526.753906 1594659210.6423
MEM 17528.453125 1594659210.7429
MEM 17530.367188 1594659210.8435
MEM 17532.312500 1594659210.9440
MEM 17534.292969 1594659211.0446
MEM 17536.640625 1594659211.1452
MEM 17548.187500 1594659211.2458
MEM 17562.187500 1594659211.3464
MEM 17563.945312 1594659211.4470
MEM 17566.093750 1594659211.5476
MEM 17568.093750 1594659211.6482
MEM 17570.093750 1594659211.7488
MEM 17575.105469 1594659211.8493
MEM 17585.359375 1594659211.9499
MEM 17593.859375 1594659212.0505
MEM 17596.113281 1594659212.1511
MEM 17598.335938 1594659212.2517
MEM 17600.589844 1594659212.3523
MEM 17602.964844 1594659212.4529
MEM 17605.480469 1594659212.5535
MEM 17607.683594 1594659212.6541
MEM 17609.511719 1594659212.7546
MEM 17611.351562 1594659212.8552
MEM 17611.683594 1594659212.9558
MEM 17612.003906 1594659213.0564
MEM 17623.546875 1594659213.1570
MEM 17635.546875 1594659213.2576
MEM 17640.789062 1594659213.3582
MEM 17640.789062 1594659213.4587
MEM 17642.968750 1594659213.5593
MEM 17646.968750 1594659213.6599
MEM 17650.968750 1594659213.7605
MEM 17658.968750 1594659213.8611
MEM 17658.968750 1594659213.9616
MEM 17658.968750 1594659214.0622
MEM 17658.968750 1594659214.1628
MEM 17658.968750 1594659214.2635
MEM 17658.968750 1594659214.3641
MEM 17658.984375 1594659214.4647
MEM 17661.367188 1594659214.5653
MEM 17663.789062 1594659214.6659
MEM 17666.019531 1594659214.7665
MEM 17670.824219 1594659214.8671
MEM 17681.316406 1594659214.9676
MEM 17681.316406 1594659215.0682
MEM 17683.406250 1594659215.1688
MEM 17687.406250 1594659215.2693
MEM 17691.406250 1594659215.3699
MEM 17691.406250 1594659215.4705
MEM 17691.406250 1594659215.5711
MEM 17691.406250 1594659215.6717
MEM 17691.406250 1594659215.7722
MEM 17693.457031 1594659215.8729
MEM 17695.457031 1594659215.9735
MEM 17697.457031 1594659216.0741
MEM 17697.457031 1594659216.1747
MEM 17701.457031 1594659216.2752
MEM 17701.457031 1594659216.3758
MEM 17714.660156 1594659216.4766
MEM 17715.328125 1594659216.5771
MEM 17729.644531 1594659216.6777
MEM 17732.699219 1594659216.7783
MEM 17736.000000 1594659216.8788
MEM 17740.105469 1594659216.9794
MEM 17754.105469 1594659217.0800
MEM 17766.324219 1594659217.1806
MEM 17770.562500 1594659217.2812
MEM 17770.562500 1594659217.3818
MEM 17789.378906 1594659217.4823
MEM 17805.125000 1594659217.5830
MEM 17808.164062 1594659217.6836
MEM 17811.464844 1594659217.7842
MEM 17814.500000 1594659217.8848
MEM 17817.554688 1594659217.9853
MEM 17820.859375 1594659218.0859
MEM 17824.910156 1594659218.1868
MEM 17835.425781 1594659218.2874
MEM 17847.652344 1594659218.3880
MEM 17850.925781 1594659218.4886
MEM 17850.925781 1594659218.5892
MEM 17860.925781 1594659218.6898
MEM 17866.972656 1594659218.7904
MEM 17866.972656 1594659218.8909
MEM 17866.972656 1594659218.9915
MEM 17866.972656 1594659219.0921
MEM 17866.972656 1594659219.1927
MEM 17866.972656 1594659219.2933
MEM 17868.769531 1594659219.3939
MEM 17870.210938 1594659219.4945
MEM 17880.789062 1594659219.5950
MEM 17881.289062 1594659219.6956
MEM 17891.527344 1594659219.7963
MEM 17891.527344 1594659219.8968
MEM 17891.527344 1594659219.9974
MEM 17891.527344 1594659220.0980
MEM 17891.578125 1594659220.1986
MEM 17893.578125 1594659220.2992
MEM 17893.578125 1594659220.3997
MEM 17895.578125 1594659220.5003
MEM 17901.289062 1594659220.6009
MEM 17907.339844 1594659220.7015
MEM 17909.765625 1594659220.8021
MEM 17920.480469 1594659220.9027
MEM 17922.265625 1594659221.0035
MEM 17935.070312 1594659221.1040
MEM 17937.667969 1594659221.2046
MEM 17940.375000 1594659221.3052
MEM 17943.050781 1594659221.4058
MEM 17950.121094 1594659221.5064
MEM 17962.359375 1594659221.6070
MEM 17970.140625 1594659221.7076
MEM 17970.140625 1594659221.8081
MEM 17978.636719 1594659221.9087
MEM 17997.847656 1594659222.0093
MEM 18000.660156 1594659222.1099
MEM 18003.554688 1594659222.2105
MEM 18006.441406 1594659222.3111
MEM 18009.324219 1594659222.4117
MEM 18012.183594 1594659222.5122
MEM 18015.121094 1594659222.6128
MEM 18018.878906 1594659222.7134
MEM 18025.191406 1594659222.8140
MEM 18029.425781 1594659222.9146
MEM 18029.425781 1594659223.0152
MEM 18029.648438 1594659223.1157
MEM 18031.761719 1594659223.2163
MEM 18031.761719 1594659223.3169
MEM 18033.761719 1594659223.4175
MEM 18033.761719 1594659223.5181
MEM 18041.441406 1594659223.6187
MEM 18044.394531 1594659223.7193
MEM 18053.613281 1594659223.8200
MEM 18058.363281 1594659223.9206
MEM 18073.156250 1594659224.0212
MEM 18076.230469 1594659224.1218
MEM 18079.171875 1594659224.2223
MEM 18082.160156 1594659224.3229
MEM 18091.238281 1594659224.4235
MEM 18101.238281 1594659224.5241
MEM 18108.742188 1594659224.6247
MEM 18108.742188 1594659224.7253
MEM 18122.011719 1594659224.8258
MEM 18135.777344 1594659224.9264
MEM 18138.347656 1594659225.0270
MEM 18140.996094 1594659225.1276
MEM 18143.585938 1594659225.2282
MEM 18146.203125 1594659225.3287
MEM 18148.875000 1594659225.4293
MEM 18151.496094 1594659225.5300
MEM 18153.195312 1594659225.6305
MEM 18161.582031 1594659225.7311
MEM 18162.066406 1594659225.8317
MEM 18166.085938 1594659225.9322
MEM 18166.085938 1594659226.0328
MEM 18166.433594 1594659226.1334
MEM 18166.308594 1594659226.2340
MEM 18250.316406 1594659226.3346
MEM 18446.316406 1594659226.4352
MEM 18612.332031 1594659226.5358
MEM 18724.332031 1594659226.6364
MEM 18834.332031 1594659226.7370
MEM 18944.332031 1594659226.8376
MEM 19054.332031 1594659226.9382
MEM 19164.332031 1594659227.0388
MEM 19274.332031 1594659227.1393
MEM 19384.332031 1594659227.2400
MEM 19494.332031 1594659227.3406
MEM 19624.332031 1594659227.4412
MEM 19626.332031 1594659227.5418
MEM 19628.332031 1594659227.6423
MEM 19630.332031 1594659227.7429
MEM 19632.332031 1594659227.8436
MEM 19636.332031 1594659227.9442
MEM 19638.332031 1594659228.0448
MEM 19642.332031 1594659228.1453
MEM 19646.332031 1594659228.2459
MEM 19650.332031 1594659228.3465
MEM 19654.332031 1594659228.4472
MEM 19658.332031 1594659228.5478
MEM 19662.332031 1594659228.6483
MEM 19666.332031 1594659228.7489
MEM 19670.332031 1594659228.8495
MEM 19674.332031 1594659228.9502
MEM 19678.332031 1594659229.0507
MEM 19680.332031 1594659229.1513
MEM 19684.332031 1594659229.2519
MEM 19688.332031 1594659229.3525
MEM 19692.332031 1594659229.4531
MEM 19696.332031 1594659229.5537
MEM 19712.332031 1594659229.6543
MEM 19734.332031 1594659229.7548
MEM 19756.332031 1594659229.8554
MEM 19772.332031 1594659229.9560
MEM 19794.332031 1594659230.0566
MEM 19818.332031 1594659230.1572
MEM 19840.332031 1594659230.2578
MEM 19864.332031 1594659230.3583
MEM 19886.332031 1594659230.4589
MEM 19908.332031 1594659230.5595
MEM 19930.332031 1594659230.6601
MEM 19948.332031 1594659230.7607
MEM 19966.332031 1594659230.8613
MEM 19986.332031 1594659230.9619
MEM 20006.335938 1594659231.0624
MEM 20030.335938 1594659231.1631
MEM 20052.335938 1594659231.2637
MEM 20076.335938 1594659231.3643
MEM 20098.335938 1594659231.4649
MEM 20118.335938 1594659231.5655
MEM 20132.906250 1594659231.6660
MEM 20148.851562 1594659231.7667
MEM 20164.921875 1594659231.8673
MEM 20180.808594 1594659231.9679
MEM 20199.085938 1594659232.0684
MEM 20220.125000 1594659232.1690
MEM 20240.753906 1594659232.2696
MEM 20261.417969 1594659232.3702
MEM 20281.558594 1594659232.4708
MEM 20302.585938 1594659232.5713
MEM 20321.527344 1594659232.6719
MEM 20341.480469 1594659232.7725
