CMDLINE ./a.out /MMCI/TM/scratch/ghaffari/experiments/grem/hgvg-filtered/vg/1000genomes-sv-filtered-af_ge_1/wg.vg
MEM 21154.011719 1594659296.2453
MEM 21154.011719 1594659296.3459
MEM 21154.011719 1594659296.4465
MEM 21154.011719 1594659296.5471
MEM 21154.011719 1594659296.6477
MEM 21154.011719 1594659296.7483
MEM 21154.011719 1594659296.8489
MEM 21154.011719 1594659296.9495
MEM 21154.011719 1594659297.0500
MEM 21154.011719 1594659297.1506
MEM 21154.011719 1594659297.2512
MEM 21154.011719 1594659297.3518
MEM 21154.011719 1594659297.4524
MEM 21154.011719 1594659297.5530
MEM 21154.011719 1594659297.6535
MEM 21154.011719 1594659297.7541
MEM 21154.011719 1594659297.8547
MEM 21154.011719 1594659297.9553
MEM 21154.011719 1594659298.0559
MEM 21154.011719 1594659298.1565
MEM 21154.011719 1594659298.2571
MEM 21154.011719 1594659298.3577
MEM 21154.011719 1594659298.4582
MEM 21154.011719 1594659298.5588
MEM 21154.011719 1594659298.6594
MEM 21154.011719 1594659298.7600
MEM 21154.011719 1594659298.8606
MEM 21154.011719 1594659298.9612
MEM 21154.011719 1594659299.0618
MEM 21154.011719 1594659299.1624
MEM 21154.011719 1594659299.2630
MEM 21154.011719 1594659299.3635
MEM 21154.011719 1594659299.4641
MEM 21154.011719 1594659299.5647
MEM 21154.011719 1594659299.6653
MEM 21154.011719 1594659299.7659
MEM 21154.011719 1594659299.8664
MEM 21154.011719 1594659299.9670
MEM 21154.011719 1594659300.0676
MEM 21154.011719 1594659300.1681
MEM 21154.011719 1594659300.2688
MEM 21154.011719 1594659300.3693
MEM 21154.011719 1594659300.4700
MEM 21154.011719 1594659300.5705
MEM 21154.011719 1594659300.6711
MEM 21154.011719 1594659300.7717
MEM 21154.011719 1594659300.8723
MEM 21154.011719 1594659300.9729
MEM 21154.011719 1594659301.0735
MEM 21154.011719 1594659301.1741
MEM 21154.011719 1594659301.2747
MEM 21154.011719 1594659301.3752
MEM 21154.011719 1594659301.4758
MEM 21154.011719 1594659301.5765
MEM 21154.011719 1594659301.6771
MEM 21154.011719 1594659301.7777
MEM 21154.011719 1594659301.8783
MEM 21154.011719 1594659301.9788
MEM 21154.011719 1594659302.0794
MEM 21154.011719 1594659302.1800
MEM 21154.011719 1594659302.2806
MEM 21154.011719 1594659302.3812
MEM 21154.011719 1594659302.4818
MEM 21154.011719 1594659302.5823
MEM 21154.011719 1594659302.6830
MEM 21154.011719 1594659302.7836
MEM 21154.011719 1594659302.8841
MEM 21154.011719 1594659302.9847
MEM 21154.011719 1594659303.0853
MEM 21154.011719 1594659303.1859
MEM 21154.011719 1594659303.2865
MEM 21154.011719 1594659303.3871
MEM 21154.011719 1594659303.4877
MEM 21154.011719 1594659303.5883
MEM 21154.011719 1594659303.6888
MEM 21154.011719 1594659303.7894
MEM 21154.011719 1594659303.8900
MEM 21154.011719 1594659303.9906
MEM 21154.011719 1594659304.0912
MEM 21154.011719 1594659304.1917
MEM 21154.011719 1594659304.2923
MEM 21154.011719 1594659304.3929
MEM 21154.011719 1594659304.4935
MEM 21154.011719 1594659304.5941
MEM 21154.011719 1594659304.6947
MEM 21154.011719 1594659304.7953
MEM 21154.011719 1594659304.8959
MEM 21154.011719 1594659304.9965
MEM 21154.011719 1594659305.0971
MEM 21154.011719 1594659305.1977
MEM 21154.011719 1594659305.2983
MEM 21154.011719 1594659305.3989
MEM 21154.011719 1594659305.4995
MEM 21154.011719 1594659305.6002
MEM 21154.011719 1594659305.7008
MEM 21154.011719 1594659305.8013
MEM 21154.011719 1594659305.9019
MEM 21154.011719 1594659306.0025
MEM 21154.011719 1594659306.1031
MEM 21154.011719 1594659306.2037
MEM 21154.011719 1594659306.3043
MEM 21154.011719 1594659306.4049
MEM 21154.011719 1594659306.5055
MEM 21154.011719 1594659306.6061
MEM 21154.011719 1594659306.7067
MEM 21154.011719 1594659306.8073
MEM 21154.011719 1594659306.9079
MEM 21154.011719 1594659307.0084
MEM 21154.011719 1594659307.1090
MEM 21154.011719 1594659307.2097
MEM 21154.011719 1594659307.3103
MEM 21154.011719 1594659307.4109
MEM 21154.011719 1594659307.5115
MEM 21154.011719 1594659307.6121
MEM 21154.011719 1594659307.7126
MEM 21154.011719 1594659307.8132
MEM 21154.011719 1594659307.9138
MEM 21154.011719 1594659308.0144
MEM 21154.011719 1594659308.1150
MEM 21154.011719 1594659308.2156
MEM 21154.011719 1594659308.3162
MEM 21154.011719 1594659308.4168
MEM 21154.011719 1594659308.5174
MEM 21154.011719 1594659308.6180
MEM 21154.011719 1594659308.7186
MEM 21154.011719 1594659308.8191
MEM 21154.011719 1594659308.9198
MEM 21154.011719 1594659309.0204
MEM 21154.011719 1594659309.1210
MEM 21154.011719 1594659309.2215
MEM 21154.011719 1594659309.3221
MEM 21154.011719 1594659309.4227
MEM 21154.011719 1594659309.5233
MEM 21154.011719 1594659309.6239
MEM 21154.011719 1594659309.7244
MEM 21154.011719 1594659309.8250
MEM 21154.011719 1594659309.9256
MEM 21154.011719 1594659310.0263
MEM 21154.011719 1594659310.1269
MEM 21154.011719 1594659310.2275
MEM 21154.011719 1594659310.3281
MEM 21154.011719 1594659310.4287
MEM 21154.011719 1594659310.5293
MEM 21154.011719 1594659310.6299
MEM 21154.011719 1594659310.7305
MEM 21154.011719 1594659310.8311
MEM 21154.011719 1594659310.9316
MEM 21154.011719 1594659311.0322
MEM 21154.011719 1594659311.1328
MEM 21154.011719 1594659311.2335
MEM 21154.011719 1594659311.3341
MEM 21154.011719 1594659311.4346
MEM 21154.011719 1594659311.5352
MEM 21154.011719 1594659311.6358
MEM 21154.011719 1594659311.7365
MEM 21154.011719 1594659311.8371
MEM 21154.011719 1594659311.9377
MEM 21154.011719 1594659312.0382
MEM 21154.011719 1594659312.1388
MEM 21154.011719 1594659312.2394
MEM 21154.011719 1594659312.3400
MEM 21154.011719 1594659312.4406
MEM 21399.289062 1594659312.5412
MEM 21735.289062 1594659312.6418
MEM 22071.289062 1594659312.7423
MEM 22407.289062 1594659312.8430
MEM 22741.289062 1594659312.9435
MEM 23079.289062 1594659313.0441
MEM 23415.289062 1594659313.1447
MEM 23745.289062 1594659313.2453
MEM 24081.289062 1594659313.3459
MEM 24419.289062 1594659313.4465
MEM 24755.289062 1594659313.5471
MEM 25091.289062 1594659313.6477
MEM 25316.207031 1594659313.7483
MEM 25516.207031 1594659313.8489
MEM 25716.207031 1594659313.9495
MEM 25914.207031 1594659314.0500
MEM 26007.738281 1594659314.1506
MEM 26084.308594 1594659314.2512
MEM 26161.652344 1594659314.3518
MEM 26238.996094 1594659314.4523
MEM 26315.308594 1594659314.5529
MEM 26391.363281 1594659314.6535
MEM 26467.675781 1594659314.7541
MEM 26541.667969 1594659314.8547
MEM 26618.238281 1594659314.9553
MEM 26694.550781 1594659315.0558
MEM 26770.605469 1594659315.1564
MEM 26846.660156 1594659315.2570
MEM 26922.972656 1594659315.3576
MEM 26998.511719 1594659315.4582
MEM 27076.371094 1594659315.5588
MEM 27152.425781 1594659315.6594
MEM 27230.800781 1594659315.7600
MEM 27308.660156 1594659315.8606
MEM 27386.261719 1594659315.9611
MEM 27462.832031 1594659316.0617
MEM 27539.660156 1594659316.1623
MEM 27616.488281 1594659316.2629
MEM 27691.253906 1594659316.3635
MEM 27768.082031 1594659316.4641
MEM 27844.910156 1594659316.5647
MEM 27921.996094 1594659316.6653
MEM 28001.144531 1594659316.7658
MEM 28080.808594 1594659316.8664
MEM 28160.730469 1594659316.9670
MEM 28239.878906 1594659317.0676
MEM 28316.707031 1594659317.1682
MEM 28396.113281 1594659317.2687
MEM 28475.003906 1594659317.3693
MEM 28553.894531 1594659317.4701
MEM 28631.496094 1594659317.5706
MEM 28710.128906 1594659317.6712
MEM 28787.988281 1594659317.7718
MEM 28865.847656 1594659317.8724
MEM 28942.351562 1594659317.9730
MEM 29016.859375 1594659318.0736
MEM 29091.625000 1594659318.1742
MEM 25152.050781 1594659318.2747
MEM 25152.050781 1594659318.3753
MEM 25152.050781 1594659318.4759
MEM 25152.050781 1594659318.5765
MEM 25152.050781 1594659318.6771
MEM 25152.050781 1594659318.7777
MEM 25152.050781 1594659318.8783
MEM 25152.050781 1594659318.9788
MEM 25152.050781 1594659319.0794
MEM 25152.050781 1594659319.1800
MEM 25152.050781 1594659319.2806
MEM 25152.050781 1594659319.3811
MEM 25152.050781 1594659319.4817
MEM 25152.050781 1594659319.5823
MEM 25152.050781 1594659319.6830
MEM 25152.050781 1594659319.7836
MEM 25152.050781 1594659319.8842
MEM 25152.050781 1594659319.9847
MEM 25152.050781 1594659320.0853
MEM 25152.050781 1594659320.1859
MEM 25152.050781 1594659320.2865
MEM 25152.050781 1594659320.3871
MEM 25152.050781 1594659320.4877
MEM 25152.050781 1594659320.5883
MEM 25152.050781 1594659320.6889
MEM 25152.050781 1594659320.7895
MEM 25152.050781 1594659320.8901
MEM 25152.050781 1594659320.9907
MEM 25152.050781 1594659321.0913
MEM 25152.050781 1594659321.1918
MEM 25152.050781 1594659321.2924
MEM 25152.050781 1594659321.3930
MEM 25152.050781 1594659321.4936
MEM 25152.050781 1594659321.5942
MEM 25152.050781 1594659321.6948
MEM 25152.050781 1594659321.7953
MEM 25152.050781 1594659321.8959
MEM 25152.050781 1594659321.9965
MEM 25152.050781 1594659322.0970
MEM 25152.050781 1594659322.1976
MEM 25152.050781 1594659322.2982
MEM 25152.050781 1594659322.3988
MEM 25152.050781 1594659322.4994
MEM 25152.050781 1594659322.6000
MEM 25152.050781 1594659322.7005
MEM 25152.050781 1594659322.8011
MEM 25152.050781 1594659322.9017
MEM 25152.050781 1594659323.0023
MEM 25152.050781 1594659323.1030
MEM 25152.050781 1594659323.2036
MEM 25152.050781 1594659323.3042
MEM 25152.050781 1594659323.4048
MEM 25152.050781 1594659323.5054
MEM 25152.050781 1594659323.6059
MEM 25152.050781 1594659323.7066
MEM 25152.050781 1594659323.8071
MEM 25152.050781 1594659323.9077
MEM 25152.050781 1594659324.0083
MEM 25152.050781 1594659324.1089
MEM 25152.050781 1594659324.2095
MEM 25152.050781 1594659324.3101
MEM 25152.050781 1594659324.4107
MEM 25152.050781 1594659324.5113
MEM 25152.050781 1594659324.6119
MEM 25152.050781 1594659324.7124
MEM 25152.050781 1594659324.8130
MEM 25152.050781 1594659324.9136
MEM 25152.050781 1594659325.0142
MEM 25152.050781 1594659325.1148
MEM 25152.050781 1594659325.2154
MEM 25152.050781 1594659325.3160
MEM 25152.050781 1594659325.4165
MEM 25152.050781 1594659325.5171
MEM 25152.050781 1594659325.6177
MEM 25152.050781 1594659325.7183
MEM 25152.050781 1594659325.8189
MEM 25152.050781 1594659325.9195
MEM 25152.050781 1594659326.0201
MEM 25152.050781 1594659326.1207
MEM 25152.050781 1594659326.2213
MEM 25152.050781 1594659326.3219
MEM 25152.050781 1594659326.4224
MEM 25152.050781 1594659326.5230
MEM 25152.050781 1594659326.6236
MEM 25152.050781 1594659326.7242
MEM 25152.050781 1594659326.8248
MEM 25152.050781 1594659326.9254
MEM 25152.050781 1594659327.0259
MEM 25152.050781 1594659327.1266
MEM 25152.050781 1594659327.2271
MEM 25152.050781 1594659327.3277
MEM 25152.050781 1594659327.4283
MEM 25152.050781 1594659327.5289
MEM 25152.050781 1594659327.6295
MEM 25152.050781 1594659327.7301
MEM 25152.050781 1594659327.8307
MEM 25152.050781 1594659327.9313
MEM 25152.050781 1594659328.0318
MEM 25152.050781 1594659328.1324
MEM 25152.050781 1594659328.2330
MEM 25152.050781 1594659328.3336
MEM 25152.050781 1594659328.4342
MEM 25152.050781 1594659328.5348
MEM 25152.050781 1594659328.6353
MEM 25152.050781 1594659328.7359
MEM 25152.050781 1594659328.8365
MEM 25152.050781 1594659328.9371
MEM 25152.050781 1594659329.0377
MEM 25152.050781 1594659329.1383
MEM 25152.050781 1594659329.2388
MEM 25152.050781 1594659329.3394
MEM 25152.050781 1594659329.4400
MEM 25152.050781 1594659329.5406
MEM 25152.050781 1594659329.6412
MEM 25152.050781 1594659329.7417
MEM 25152.050781 1594659329.8423
MEM 25152.050781 1594659329.9429
MEM 25152.050781 1594659330.0435
MEM 25152.050781 1594659330.1441
MEM 25152.050781 1594659330.2447
MEM 25152.050781 1594659330.3452
MEM 25152.050781 1594659330.4458
MEM 25152.050781 1594659330.5464
MEM 25152.050781 1594659330.6470
MEM 25152.050781 1594659330.7476
MEM 25152.050781 1594659330.8482
MEM 25152.050781 1594659330.9488
MEM 25152.050781 1594659331.0494
MEM 25152.050781 1594659331.1500
MEM 25152.050781 1594659331.2505
MEM 25152.050781 1594659331.3511
MEM 25152.050781 1594659331.4517
MEM 25152.050781 1594659331.5522
MEM 25152.050781 1594659331.6529
MEM 25152.050781 1594659331.7535
MEM 25152.050781 1594659331.8541
MEM 25152.050781 1594659331.9546
MEM 25152.050781 1594659332.0552
MEM 25152.050781 1594659332.1558
MEM 25152.050781 1594659332.2564
MEM 25152.050781 1594659332.3570
MEM 25152.050781 1594659332.4576
MEM 25152.050781 1594659332.5581
MEM 25152.050781 1594659332.6587
MEM 25152.050781 1594659332.7592
MEM 25152.050781 1594659332.8598
MEM 25152.050781 1594659332.9604
MEM 25152.050781 1594659333.0610
MEM 25152.050781 1594659333.1616
MEM 25152.050781 1594659333.2622
MEM 25152.050781 1594659333.3627
MEM 25152.050781 1594659333.4633
MEM 25152.050781 1594659333.5639
MEM 25152.050781 1594659333.6645
MEM 25152.050781 1594659333.7651
MEM 25152.050781 1594659333.8656
MEM 25152.050781 1594659333.9663
MEM 25152.050781 1594659334.0668
MEM 25152.050781 1594659334.1674
MEM 25152.050781 1594659334.2680
MEM 25152.050781 1594659334.3686
MEM 25152.050781 1594659334.4692
MEM 25152.050781 1594659334.5697
MEM 25152.050781 1594659334.6703
MEM 25152.050781 1594659334.7709
MEM 25152.050781 1594659334.8715
MEM 25152.050781 1594659334.9720
MEM 25152.050781 1594659335.0726
MEM 25152.050781 1594659335.1732
MEM 25152.050781 1594659335.2738
MEM 25152.050781 1594659335.3744
MEM 25152.050781 1594659335.4750
MEM 25152.050781 1594659335.5756
MEM 25152.050781 1594659335.6761
MEM 25152.050781 1594659335.7768
MEM 25152.050781 1594659335.8773
MEM 25152.050781 1594659335.9779
MEM 25152.050781 1594659336.0785
MEM 25152.050781 1594659336.1791
MEM 25152.050781 1594659336.2797
MEM 25152.050781 1594659336.3803
MEM 25152.050781 1594659336.4809
MEM 25152.050781 1594659336.5814
MEM 25152.050781 1594659336.6820
MEM 25152.050781 1594659336.7826
MEM 25152.050781 1594659336.8833
MEM 25152.050781 1594659336.9839
MEM 25152.050781 1594659337.0844
MEM 25152.050781 1594659337.1850
MEM 25152.050781 1594659337.2856
MEM 25152.050781 1594659337.3862
MEM 25152.050781 1594659337.4868
MEM 25152.050781 1594659337.5874
MEM 25152.050781 1594659337.6879
MEM 25152.050781 1594659337.7885
MEM 25152.050781 1594659337.8891
MEM 25152.050781 1594659337.9897
MEM 25152.050781 1594659338.0903
MEM 25152.050781 1594659338.1908
MEM 25152.050781 1594659338.2914
MEM 25152.050781 1594659338.3920
MEM 25152.050781 1594659338.4926
MEM 25152.050781 1594659338.5933
MEM 25152.050781 1594659338.6939
MEM 25152.050781 1594659338.7945
MEM 25152.050781 1594659338.8951
MEM 25152.050781 1594659338.9956
MEM 25152.050781 1594659339.0962
MEM 25152.050781 1594659339.1968
MEM 25152.050781 1594659339.2974
MEM 25152.050781 1594659339.3980
MEM 25152.050781 1594659339.4985
MEM 25152.050781 1594659339.5991
MEM 25152.050781 1594659339.6997
MEM 25152.050781 1594659339.8003
MEM 25152.050781 1594659339.9009
MEM 25152.050781 1594659340.0015
MEM 25152.050781 1594659340.1020
MEM 25152.050781 1594659340.2026
MEM 25152.050781 1594659340.3032
MEM 25152.050781 1594659340.4037
MEM 25152.050781 1594659340.5043
MEM 25152.050781 1594659340.6049
MEM 25152.050781 1594659340.7055
MEM 25152.050781 1594659340.8061
MEM 25152.050781 1594659340.9066
MEM 25152.050781 1594659341.0072
MEM 25152.050781 1594659341.1078
MEM 25152.050781 1594659341.2083
MEM 25152.050781 1594659341.3090
MEM 25152.050781 1594659341.4096
MEM 25152.050781 1594659341.5102
MEM 25152.050781 1594659341.6108
MEM 25152.050781 1594659341.7113
MEM 25152.050781 1594659341.8119
MEM 25152.050781 1594659341.9124
MEM 25152.050781 1594659342.0131
MEM 25152.050781 1594659342.1136
MEM 25152.050781 1594659342.2142
MEM 25152.050781 1594659342.3148
MEM 25152.050781 1594659342.4154
MEM 25152.050781 1594659342.5160
MEM 25152.050781 1594659342.6166
MEM 25152.050781 1594659342.7172
MEM 25152.050781 1594659342.8177
MEM 25152.050781 1594659342.9183
MEM 25152.050781 1594659343.0189
MEM 25152.050781 1594659343.1195
MEM 25152.050781 1594659343.2201
MEM 25152.050781 1594659343.3207
MEM 25152.050781 1594659343.4213
MEM 25152.050781 1594659343.5219
MEM 25152.050781 1594659343.6225
MEM 25152.050781 1594659343.7231
MEM 25152.050781 1594659343.8236
MEM 25152.050781 1594659343.9242
MEM 25152.050781 1594659344.0248
MEM 25152.050781 1594659344.1254
MEM 25152.050781 1594659344.2260
MEM 25152.050781 1594659344.3266
MEM 25152.050781 1594659344.4271
MEM 25152.050781 1594659344.5277
MEM 25152.050781 1594659344.6283
MEM 25152.050781 1594659344.7289
MEM 25152.050781 1594659344.8295
MEM 25152.050781 1594659344.9302
MEM 25152.050781 1594659345.0308
MEM 25152.050781 1594659345.1313
MEM 25152.050781 1594659345.2319
MEM 25152.050781 1594659345.3325
MEM 25152.050781 1594659345.4331
MEM 25152.050781 1594659345.5337
MEM 25152.050781 1594659345.6342
MEM 25152.050781 1594659345.7348
MEM 25152.050781 1594659345.8354
MEM 25152.050781 1594659345.9360
MEM 25152.050781 1594659346.0366
MEM 25152.050781 1594659346.1372
MEM 25152.050781 1594659346.2378
MEM 25152.050781 1594659346.3384
MEM 25152.050781 1594659346.4390
MEM 25152.050781 1594659346.5397
MEM 25152.050781 1594659346.6403
MEM 25152.050781 1594659346.7409
MEM 25152.050781 1594659346.8414
MEM 25152.050781 1594659346.9420
MEM 25152.050781 1594659347.0426
MEM 25152.050781 1594659347.1432
MEM 25152.050781 1594659347.2438
MEM 25152.050781 1594659347.3444
MEM 25152.050781 1594659347.4450
MEM 25152.050781 1594659347.5455
MEM 25152.050781 1594659347.6461
MEM 25152.050781 1594659347.7468
MEM 25152.050781 1594659347.8474
MEM 25152.050781 1594659347.9479
MEM 25152.050781 1594659348.0485
MEM 25152.050781 1594659348.1491
MEM 25152.050781 1594659348.2497
MEM 25152.050781 1594659348.3503
MEM 25152.050781 1594659348.4509
MEM 25152.050781 1594659348.5514
MEM 25152.050781 1594659348.6520
MEM 25152.050781 1594659348.7526
MEM 25152.050781 1594659348.8532
MEM 25152.050781 1594659348.9538
MEM 25152.050781 1594659349.0544
MEM 25152.050781 1594659349.1550
MEM 25152.050781 1594659349.2555
MEM 25152.050781 1594659349.3561
MEM 25152.050781 1594659349.4568
MEM 25152.050781 1594659349.5573
MEM 25152.050781 1594659349.6579
MEM 25152.050781 1594659349.7585
MEM 25152.050781 1594659349.8591
MEM 25152.050781 1594659349.9597
MEM 25152.050781 1594659350.0603
MEM 25152.050781 1594659350.1608
MEM 25152.050781 1594659350.2614
MEM 25152.050781 1594659350.3620
MEM 25152.050781 1594659350.4626
MEM 25152.050781 1594659350.5632
MEM 25152.050781 1594659350.6638
MEM 25152.050781 1594659350.7644
MEM 25152.050781 1594659350.8649
MEM 25152.050781 1594659350.9655
MEM 25152.050781 1594659351.0661
MEM 25152.050781 1594659351.1667
MEM 25152.050781 1594659351.2672
MEM 25152.050781 1594659351.3678
MEM 25152.050781 1594659351.4684
MEM 25152.050781 1594659351.5690
MEM 25152.050781 1594659351.6696
MEM 25152.050781 1594659351.7702
MEM 25152.050781 1594659351.8708
MEM 25152.050781 1594659351.9714
MEM 25152.050781 1594659352.0720
MEM 25152.050781 1594659352.1726
MEM 25152.050781 1594659352.2733
MEM 25152.050781 1594659352.3739
MEM 25152.050781 1594659352.4745
MEM 25152.050781 1594659352.5751
MEM 25152.050781 1594659352.6756
MEM 25152.050781 1594659352.7762
MEM 25152.050781 1594659352.8768
MEM 25152.050781 1594659352.9774
MEM 25152.050781 1594659353.0780
MEM 25152.050781 1594659353.1786
MEM 25152.050781 1594659353.2792
MEM 25152.050781 1594659353.3798
MEM 25152.050781 1594659353.4804
MEM 25152.050781 1594659353.5809
MEM 25152.050781 1594659353.6815
MEM 25152.050781 1594659353.7821
MEM 25152.050781 1594659353.8827
MEM 25152.050781 1594659353.9833
MEM 25152.050781 1594659354.0839
MEM 25152.050781 1594659354.1845
MEM 25152.050781 1594659354.2851
MEM 25152.050781 1594659354.3856
MEM 25152.050781 1594659354.4863
MEM 25152.050781 1594659354.5869
MEM 25152.050781 1594659354.6874
MEM 25152.050781 1594659354.7880
MEM 25152.050781 1594659354.8886
MEM 25152.050781 1594659354.9892
MEM 25152.050781 1594659355.0898
MEM 25152.050781 1594659355.1904
MEM 25152.050781 1594659355.2909
MEM 25152.050781 1594659355.3915
MEM 25152.050781 1594659355.4921
MEM 25152.050781 1594659355.5927
MEM 25152.050781 1594659355.6933
MEM 25152.050781 1594659355.7939
MEM 25152.050781 1594659355.8945
MEM 25152.050781 1594659355.9951
MEM 25152.050781 1594659356.0957
MEM 25152.050781 1594659356.1963
MEM 25152.050781 1594659356.2969
MEM 25152.050781 1594659356.3975
MEM 25152.050781 1594659356.4981
MEM 25152.050781 1594659356.5987
MEM 25152.050781 1594659356.6993
MEM 25152.050781 1594659356.8000
MEM 25152.050781 1594659356.9006
MEM 25152.050781 1594659357.0011
MEM 25152.050781 1594659357.1017
MEM 25152.050781 1594659357.2023
MEM 25152.050781 1594659357.3030
MEM 25152.050781 1594659357.4036
MEM 25152.050781 1594659357.5042
MEM 25152.050781 1594659357.6048
MEM 25152.050781 1594659357.7054
MEM 25152.050781 1594659357.8059
MEM 25152.050781 1594659357.9066
MEM 25152.050781 1594659358.0072
MEM 25152.050781 1594659358.1077
MEM 25152.050781 1594659358.2083
MEM 25152.050781 1594659358.3089
MEM 25152.050781 1594659358.4096
MEM 25152.050781 1594659358.5102
MEM 25152.050781 1594659358.6108
MEM 25152.050781 1594659358.7114
MEM 25152.050781 1594659358.8120
MEM 25152.050781 1594659358.9125
MEM 25152.050781 1594659359.0131
MEM 25152.050781 1594659359.1137
MEM 25152.050781 1594659359.2143
MEM 25152.050781 1594659359.3149
MEM 25152.050781 1594659359.4155
MEM 25152.050781 1594659359.5161
MEM 25152.050781 1594659359.6167
MEM 25152.050781 1594659359.7173
MEM 25152.050781 1594659359.8179
MEM 25152.050781 1594659359.9184
MEM 25152.050781 1594659360.0190
MEM 25152.050781 1594659360.1196
MEM 25152.050781 1594659360.2202
MEM 25152.050781 1594659360.3208
MEM 25152.050781 1594659360.4214
MEM 25152.050781 1594659360.5220
MEM 25152.050781 1594659360.6226
MEM 25152.050781 1594659360.7232
MEM 25152.050781 1594659360.8238
MEM 25152.050781 1594659360.9244
MEM 25152.050781 1594659361.0250
MEM 25152.050781 1594659361.1255
MEM 25152.050781 1594659361.2262
MEM 25152.050781 1594659361.3268
MEM 25152.050781 1594659361.4274
MEM 25152.050781 1594659361.5280
MEM 25152.050781 1594659361.6286
MEM 25152.050781 1594659361.7292
MEM 25152.050781 1594659361.8298
MEM 25152.050781 1594659361.9304
MEM 25152.050781 1594659362.0310
MEM 25152.050781 1594659362.1316
MEM 25152.050781 1594659362.2322
MEM 25152.050781 1594659362.3328
MEM 25152.050781 1594659362.4334
MEM 25152.050781 1594659362.5340
MEM 25152.050781 1594659362.6346
MEM 25152.050781 1594659362.7352
MEM 25152.050781 1594659362.8357
MEM 25152.050781 1594659362.9364
MEM 25152.050781 1594659363.0369
MEM 25152.050781 1594659363.1375
MEM 25152.050781 1594659363.2381
MEM 25152.050781 1594659363.3387
MEM 25152.050781 1594659363.4393
MEM 25152.050781 1594659363.5399
MEM 25152.050781 1594659363.6405
MEM 25152.050781 1594659363.7411
MEM 25152.050781 1594659363.8416
MEM 25152.050781 1594659363.9422
MEM 25152.050781 1594659364.0430
MEM 25152.050781 1594659364.1436
MEM 25152.050781 1594659364.2442
MEM 25152.050781 1594659364.3448
MEM 25152.050781 1594659364.4454
MEM 25152.050781 1594659364.5460
MEM 25152.050781 1594659364.6467
MEM 25152.050781 1594659364.7473
MEM 25152.050781 1594659364.8479
MEM 25152.050781 1594659364.9485
MEM 25152.050781 1594659365.0490
MEM 25152.050781 1594659365.1497
MEM 25152.050781 1594659365.2503
MEM 25152.050781 1594659365.3509
MEM 25152.050781 1594659365.4515
MEM 25152.050781 1594659365.5521
MEM 25152.050781 1594659365.6527
MEM 25152.050781 1594659365.7533
MEM 25152.050781 1594659365.8539
MEM 25152.050781 1594659365.9545
MEM 25152.050781 1594659366.0550
MEM 25152.050781 1594659366.1556
MEM 25152.050781 1594659366.2564
MEM 25152.050781 1594659366.3570
MEM 25152.050781 1594659366.4575
MEM 25152.050781 1594659366.5581
MEM 25152.050781 1594659366.6587
MEM 25152.050781 1594659366.7593
MEM 25152.050781 1594659366.8599
MEM 25152.050781 1594659366.9605
MEM 25152.050781 1594659367.0611
MEM 25152.050781 1594659367.1617
MEM 25152.050781 1594659367.2623
MEM 25152.050781 1594659367.3629
MEM 25152.050781 1594659367.4635
MEM 25152.050781 1594659367.5641
MEM 25152.050781 1594659367.6647
MEM 25152.050781 1594659367.7653
MEM 25152.050781 1594659367.8658
MEM 25152.050781 1594659367.9664
MEM 25152.050781 1594659368.0670
MEM 25152.050781 1594659368.1676
MEM 25152.050781 1594659368.2682
MEM 25152.050781 1594659368.3688
MEM 25152.050781 1594659368.4694
MEM 25152.050781 1594659368.5700
MEM 25152.050781 1594659368.6706
MEM 25152.050781 1594659368.7712
MEM 25152.050781 1594659368.8718
MEM 25152.050781 1594659368.9724
MEM 25152.050781 1594659369.0730
MEM 25152.050781 1594659369.1735
MEM 25152.050781 1594659369.2741
MEM 25152.050781 1594659369.3747
MEM 25152.050781 1594659369.4753
MEM 25152.050781 1594659369.5759
MEM 25152.050781 1594659369.6765
MEM 25152.050781 1594659369.7771
MEM 25152.050781 1594659369.8777
MEM 25152.050781 1594659369.9782
MEM 25152.050781 1594659370.0788
MEM 25152.050781 1594659370.1794
MEM 25152.050781 1594659370.2800
MEM 25152.050781 1594659370.3806
MEM 25152.050781 1594659370.4812
MEM 25152.050781 1594659370.5818
MEM 25152.050781 1594659370.6824
MEM 25152.050781 1594659370.7830
MEM 25152.050781 1594659370.8836
MEM 25152.050781 1594659370.9842
MEM 25152.050781 1594659371.0848
MEM 25152.050781 1594659371.1854
MEM 25152.050781 1594659371.2860
MEM 25152.050781 1594659371.3866
MEM 25152.050781 1594659371.4872
MEM 25152.050781 1594659371.5878
MEM 25152.050781 1594659371.6883
MEM 25152.050781 1594659371.7889
MEM 25152.050781 1594659371.8896
MEM 25152.050781 1594659371.9902
MEM 25152.050781 1594659372.0908
MEM 25152.050781 1594659372.1914
MEM 25152.050781 1594659372.2920
MEM 25152.050781 1594659372.3925
MEM 25152.050781 1594659372.4932
MEM 25152.050781 1594659372.5938
MEM 25152.050781 1594659372.6944
MEM 25152.050781 1594659372.7950
MEM 25152.050781 1594659372.8956
MEM 25152.050781 1594659372.9962
MEM 25152.050781 1594659373.0968
MEM 25152.050781 1594659373.1974
MEM 25152.050781 1594659373.2980
MEM 25152.050781 1594659373.3985
MEM 25152.050781 1594659373.4991
MEM 25152.050781 1594659373.5998
MEM 25152.050781 1594659373.7003
MEM 25152.050781 1594659373.8009
MEM 25152.050781 1594659373.9015
